1.23E+00,,,,,,,,
6.07E+00,,,,,,,,
3.67E+01,,,,,,,,
5.42E+01,,,,,,,,
7.78E+01,,,,,,,,
1.72E+02,,,,,,,,
1.36E+02,,,,,,,,
1.83E+02,,,,,,,,
1.72E+02,,,,,,,,
1.91E+02,,,,,,,,
1.82E+02,,,,,,,,
1.88E+02,,,,,,,,
1.99E+02,,,,,,,,
2.11E+02,,,,,,,,
1.84E+02,,,,,,,,
2.04E+02,,,,,,,,
1.87E+02,,,,,,,,
2.59E+02,,,,,,,,
2.64E+02,,,,,,,,
3.21E+02,,,,,,,,
3.24E+02,,,,,,,,
3.14E+02,,,,,,,,
3.51E+02,,,,,,,,
3.55E+02,,,,,,,,
3.62E+02,,,,,,,,
2.65E+02,,,,,,,,
3.58E+02,,,,,,,,
3.84E+02,,,,,,,,
4.16E+02,,,,,,,,
4.62E+02,,,,,,,,
4.46E+02,,,,,,,,
4.55E+02,,,,,,,,
4.56E+02,,,,,,,,
4.38E+02,,,,,,,,
4.63E+02,,,,,,,,
4.69E+02,,,,,,,,
4.44E+02,,,,,,,,
4.67E+02,,,,,,,,
4.70E+02,,,,,,,,
4.55E+02,,,,,,,,
4.54E+02,,,,,,,,
4.56E+02,,,,,,,,
4.53E+02,,,,,,,,
4.37E+02,,,,,,,,
4.67E+02,,,,,,,,
4.58E+02,,,,,,,,
4.57E+02,,,,,,,,
4.26E+02,,,,,,,,
4.52E+02,,,,,,,,
4.49E+02,,,,,,,,
4.54E+02,,,,,,,,
4.34E+02,,,,,,,,
4.30E+02,,,,,,,,
4.07E+02,,,,,,,,
4.15E+02,,,,,,,,
4.23E+02,,,,,,,,
4.31E+02,,,,,,,,
3.64E+02,,,,,,,,
3.87E+02,,,,,,,,
4.14E+02,,,,,,,,
4.28E+02,,,,,,,,
4.21E+02,,,,,,,,
4.24E+02,,,,,,,,
4.26E+02,,,,,,,,
4.06E+02,,,,,,,,
3.98E+02,,,,,,,,
4.12E+02,,,,,,,,
4.19E+02,,,,,,,,
4.18E+02,,,,,,,,
4.02E+02,,,,,,,,
3.84E+02,,,,,,,,
4.16E+02,,,,,,,,
4.21E+02,,,,,,,,
4.19E+02,,,,,,,,
4.17E+02,,,,,,,,
4.15E+02,,,,,,,,
4.05E+02,,,,,,,,
3.40E+02,,,,,,,,
3.49E+02,,,,,,,,
3.49E+02,,,,,,,,
3.63E+02,,,,,,,,
3.65E+02,,,,,,,,
3.58E+02,,,,,,,,
2.32E+02,,,,,,,,
2.80E+02,,,,,,,,
2.86E+02,,,,,,,,
3.43E+02,,,,,,,,
3.51E+02,,,,,,,,
3.72E+02,,,,,,,,
3.71E+02,,,,,,,,
3.71E+02,,,,,,,,
6.82E+01,,,,,,,,
1.93E+02,,,,,,,,
3.53E+02,,,,,,,,
3.57E+02,,,,,,,,
3.56E+02,,,,,,,,
3.52E+02,,,,,,,,
3.23E+02,,,,,,,,
3.27E+02,,,,,,,,
3.19E+02,,,,,,,,
3.22E+02,,,,,,,,
3.15E+02,,,,,,,,
2.65E+02,,,,,,,,
2.66E+02,,,,,,,,
2.92E+02,,,,,,,,
2.79E+02,,,,,,,,
2.95E+02,,,,,,,,
2.99E+02,,,,,,,,
3.07E+02,,,,,,,,
2.93E+02,,,,,,,,
2.71E+02,,,,,,,,
3.06E+02,,,,,,,,
2.97E+02,,,,,,,,
3.02E+02,,,,,,,,
3.03E+02,,,,,,,,
2.94E+02,,,,,,,,
2.92E+02,,,,,,,,
2.87E+02,,,,,,,,
2.33E+02,,,,,,,,
1.64E+02,,,,,,,,
2.16E+02,,,,,,,,
1.59E+02,,,,,,,,
1.62E+02,,,,,,,,
2.07E+02,,,,,,,,
1.83E+02,,,,,,,,
1.03E+02,,,,,,,,
2.44E+01,,,,,,,,
1.02E+02,,,,,,,,
5.43E+01,,,,,,,,
6.88E+01,,,,,,,,
8.01E+01,,,,,,,,
1.08E+02,,,,,,,,
1.29E+02,,,,,,,,
1.90E+02,,,,,,,,
1.57E+02,,,,,,,,
1.99E+02,,,,,,,,
2.22E+02,,,,,,,,
2.33E+02,,,,,,,,
2.37E+02,,,,,,,,
2.32E+02,,,,,,,,
2.29E+02,,,,,,,,
2.22E+02,,,,,,,,
2.28E+02,,,,,,,,
2.21E+02,,,,,,,,
2.20E+02,,,,,,,,
2.20E+02,,,,,,,,
2.19E+02,,,,,,,,
2.18E+02,,,,,,,,
2.17E+02,,,,,,,,
2.12E+02,,,,,,,,
2.04E+02,,,,,,,,
1.99E+02,,,,,,,,
1.95E+02,,,,,,,,
1.92E+02,,,,,,,,
1.89E+02,,,,,,,,
1.77E+02,,,,,,,,
1.66E+02,,,,,,,,
1.64E+02,,,,,,,,
1.47E+02,,,,,,,,
1.11E+02,,,,,,,,
1.05E+02,,,,,,,,
1.03E+02,,,,,,,,
5.16E+01,,,,,,,,
9.58E+00,,,,,,,,
7.35E+00,,,,,,,,
2.24E+01,,,,,,,,
4.80E+00,,,,,,,,
3.73E+01,,,,,,,,
1.53E+01,,,,,,,,
2.90E+01,,,,,,,,
4.52E+01,,,,,,,,
9.36E+01,,,,,,,,
1.21E+02,,,,,,,,
1.27E+02,,,,,,,,
1.32E+02,,,,,,,,
BY,THIS,CHANGE,IS,NOT,"GOOD,",PLEASE,CHANGE,NSTR
1.25E+02,,,,,,,,
BY,THIS,CHANGE,IS,NOT,"GOOD,",PLEASE,CHANGE,NSTR
1.24E+02,,,,,,,,
1.29E+02,,,,,,,,
1.29E+02,,,,,,,,
1.24E+02,,,,,,,,
1.30E+02,,,,,,,,
1.28E+02,,,,,,,,
1.33E+02,,,,,,,,
1.42E+02,,,,,,,,
1.42E+02,,,,,,,,
1.49E+02,,,,,,,,
1.52E+02,,,,,,,,
1.52E+02,,,,,,,,
1.48E+02,,,,,,,,
1.45E+02,,,,,,,,
1.40E+02,,,,,,,,
1.26E+02,,,,,,,,
1.12E+02,,,,,,,,
1.10E+02,,,,,,,,
1.23E+02,,,,,,,,
1.26E+02,,,,,,,,
1.28E+02,,,,,,,,
1.22E+02,,,,,,,,
1.20E+02,,,,,,,,
1.12E+02,,,,,,,,
1.00E+02,,,,,,,,
8.75E+01,,,,,,,,
7.34E+01,,,,,,,,
5.65E+01,,,,,,,,
6.34E+01,,,,,,,,
2.09E+01,,,,,,,,
2.62E+01,,,,,,,,
3.06E+01,,,,,,,,
7.41E+00,,,,,,,,
1.70E-01,,,,,,,,
1.62E-03,,,,,,,,
1.50E-08,,,,,,,,
3.62E-08,,,,,,,,
2.39E-07,,,,,,,,
1.92E-03,,,,,,,,
8.47E-05,,,,,,,,
6.37E-05,,,,,,,,
1.95E-03,,,,,,,,
3.87E-04,,,,,,,,
1.34E-03,,,,,,,,
6.66E-03,,,,,,,,
5.10E-02,,,,,,,,
3.24E-01,,,,,,,,
7.33E-01,,,,,,,,
1.54E+00,,,,,,,,
2.49E+00,,,,,,,,
1.83E+00,,,,,,,,
2.92E+00,,,,,,,,
3.15E+00,,,,,,,,
3.55E+00,,,,,,,,
1.15E+01,,,,,,,,
1.17E+01,,,,,,,,
7.45E+00,,,,,,,,
3.35E+00,,,,,,,,
1.27E+01,,,,,,,,
1.05E+01,,,,,,,,
1.42E+01,,,,,,,,
3.35E+01,,,,,,,,
4.52E+01,,,,,,,,
6.38E+01,,,,,,,,
6.46E+01,,,,,,,,
7.22E+01,,,,,,,,
7.57E+01,,,,,,,,
8.38E+01,,,,,,,,
8.49E+01,,,,,,,,
8.70E+01,,,,,,,,
8.71E+01,,,,,,,,
8.77E+01,,,,,,,,
8.95E+01,,,,,,,,
9.06E+01,,,,,,,,
9.06E+01,,,,,,,,
8.99E+01,,,,,,,,
8.64E+01,,,,,,,,
7.75E+01,,,,,,,,
7.82E+01,,,,,,,,
7.97E+01,,,,,,,,
8.27E+01,,,,,,,,
8.23E+01,,,,,,,,
7.97E+01,,,,,,,,
7.53E+01,,,,,,,,
7.43E+01,,,,,,,,
7.40E+01,,,,,,,,
7.79E+01,,,,,,,,
8.02E+01,,,,,,,,
8.14E+01,,,,,,,,
8.07E+01,,,,,,,,
7.88E+01,,,,,,,,
7.62E+01,,,,,,,,
7.51E+01,,,,,,,,
7.49E+01,,,,,,,,
7.53E+01,,,,,,,,
7.55E+01,,,,,,,,
7.43E+01,,,,,,,,
7.49E+01,,,,,,,,
7.33E+01,,,,,,,,
7.26E+01,,,,,,,,
7.20E+01,,,,,,,,
7.03E+01,,,,,,,,
6.93E+01,,,,,,,,
6.89E+01,,,,,,,,
6.74E+01,,,,,,,,
6.51E+01,,,,,,,,
6.45E+01,,,,,,,,
6.25E+01,,,,,,,,
5.88E+01,,,,,,,,
5.75E+01,,,,,,,,
5.26E+01,,,,,,,,
5.10E+01,,,,,,,,
4.91E+01,,,,,,,,
4.85E+01,,,,,,,,
4.66E+01,,,,,,,,
4.60E+01,,,,,,,,
3.89E+01,,,,,,,,
3.67E+01,,,,,,,,
2.83E+01,,,,,,,,
2.27E+01,,,,,,,,
2.01E+01,,,,,,,,
1.61E+01,,,,,,,,
8.83E+00,,,,,,,,
