,0
0,0.0
1,7.177941250350417e-05
2,0.00014403576462497178
3,0.00021676905636440282
4,0.00028997928772179745
5,0.00036366645869715547
6,0.0004378305692904771
7,0.0005124716195017622
8,0.0005875896093310107
9,0.0006631845387782227
10,0.000739256407843398
11,0.0008158052165265372
12,0.0008928309648276396
13,0.0009703336527467054
14,0.001048313280283735
15,0.0011267698474387278
16,0.0012057033542116845
17,0.0012851138006026042
18,0.0013650011866114873
19,0.0014453655122383343
20,0.0015262067774831445
21,0.0016075249823459183
22,0.0016893201268266555
23,0.0017715922109253564
24,0.0018543412346420207
25,0.0019375671979766484
26,0.00202127010092924
27,0.0021054499434997945
28,0.0021901067256883122
29,0.0022752404474947942
30,0.0023608511089192397
31,0.0024469387099616486
32,0.0025335032506220204
33,0.0026205447309003553
34,0.002708063150796654
35,0.002796058510310918
36,0.0028845308094431438
37,0.0029734800481933327
38,0.0030629062265614864
39,0.0031528093445476026
40,0.003243189402151683
41,0.0033340463993737266
42,0.0034253803362137335
43,0.003517191212671704
44,0.0036094790287476376
45,0.0037022437844415343
46,0.003795485479753395
47,0.0038892041146832194
48,0.003983399689231008
49,0.00407807220339676
50,0.004173221657180475
51,0.004363852116325354
52,0.004556628302412998
53,0.004749298511202911
54,0.004942986993318725
55,0.0051386824988444
56,0.005334559043117841
57,0.005531305548204591
58,0.005828780898464315
59,0.006173826547129606
60,0.006520854152301219
61,0.0068685578675654535
62,0.007219095814056272
63,0.007570454283856196
64,0.007924804627853835
65,0.008280834872170175
66,0.008637677284161116
67,0.00899736785343616
68,0.009358018763637815
69,0.009721370075653284
70,0.010086552942753851
71,0.010437499340511745
72,0.010791226771956491
73,0.011145509992356879
74,0.011502735231669056
75,0.011861710976411565
76,0.012221389987058868
77,0.012582761431476635
78,0.012946877701831706
79,0.013312849480090816
80,0.013680571763780253
81,0.014143639357326376
82,0.01465789050416234
83,0.015174639707196343
84,0.015694047394611013
85,0.016215793127822814
86,0.01674003691723264
87,0.017266778762840506
88,0.017788237897788526
89,0.018311884120070156
90,0.018839073131385005
91,0.019381792482046762
92,0.019922127691660997
93,0.020463324924235762
94,0.021007017706318205
95,0.021556506513540706
96,0.022108507581539906
97,0.022664679503766504
98,0.023226697584940233
99,0.02379347559257447
100,0.024771671117538047
101,0.025760602240244217
102,0.026642191311582054
103,0.02765692741887379
104,0.02878889307837343
105,0.029813321721699457
106,0.030842457372467425
107,0.03193297908478593
108,0.03280121306696157
109,0.033844191218904945
110,0.03489187637829027
111,0.03606354857003476
112,0.03716259247251355
113,0.03825481260680726
114,0.0393505014435082
115,0.040486983323461755
116,0.04174330616992947
117,0.04297349287016378
118,0.04420857457961658
119,0.04544889763933837
120,0.046928594030653845
121,0.04853225336224898
122,0.05011972810831489
123,0.05165527286440787
124,0.053433702268237744
125,0.055160758724395485
126,0.056895349456192984
127,0.05875640299485568
128,0.06062554785145896
129,0.06250278402600282
130,0.06426834742381062
131,0.06598142378934464
132,0.06761446292449087
133,0.0691518439705285
134,0.070701223986247
135,0.07221417914517533
136,0.07360935606522942
137,0.07503141041555875
138,0.07633519521570453
139,0.07748855979445081
140,0.078584742588412
141,0.07965384602426392
142,0.08091164753951914
143,0.08184118402690023
144,0.08302141740176605
145,0.0841751494891703
146,0.08558166737268741
147,0.08693761974134744
148,0.08854833540628823
149,0.09018413190082351
150,0.09201433615834556
151,0.09390830783325417
152,0.0962503921870587
153,0.09837165800978881
154,0.10037490049503231
155,0.10245254294257933
156,0.10428433477065871
157,0.10630773522416322
158,0.10795630191344484
159,0.10953115101724147
160,0.11085559568076125
161,0.11201142363982235
162,0.1127208518250625
163,0.11338716493621905
164,0.11360298401264363
165,0.11370859226985068
166,0.11355401999440143
167,0.11339773481387716
168,0.11297904093149332
169,0.11242689363989017
170,0.11187136231630952
171,0.11132228572038962
172,0.11076986687066481
173,0.11053357648968505
174,0.11042731370777455
175,0.11026339008470026
176,0.11056181157130791
177,0.110926938873439
178,0.11175858910250816
179,0.11259274602193102
180,0.1136299448600034
181,0.11460350161520688
182,0.11591574008930992
183,0.11729969775964376
184,0.11868839028953455
185,0.11974411078410924
186,0.12060013161383935
187,0.12139083923379813
188,0.12204785670155974
189,0.1225703484536729
190,0.12247981515373188
191,0.12225113536318707
192,0.12133534389457878
193,0.12035646042237368
194,0.11895983700272494
195,0.11740836278647654
196,0.1151589145672986
197,0.11310707710433718
198,0.11035461133188279
199,0.10793971737154359
200,0.10495930292656427
201,0.1020411038398608
202,0.09897101909272497
203,0.09594596132810974
204,0.09276771693076857
205,0.0896464301086864
206,0.08679391619675066
207,0.08371761054045986
208,0.08091147040006749
209,0.07809363237135791
210,0.07554818802775008
211,0.07285709411226758
212,0.07072786592688954
213,0.06837779901765362
214,0.06616119136658122
215,0.0637922169097891
216,0.061846849169952894
217,0.05960331033402323
218,0.05734781542066991
219,0.055803761007868435
220,0.05395606422949484
221,0.05208822285187549
222,0.05035841906309009
223,0.048706892390282475
224,0.04704868120986498
225,0.0453106737198548
226,0.04385870745131654
227,0.042400892238619654
228,0.041084287249181055
229,0.03955398119740615
230,0.038017816731753515
231,0.03653665378732056
232,0.0352719017767568
233,0.03392791049890118
234,0.032578627319187745
235,0.03131129689907408
236,0.03003900072536972
237,0.028823733846120605
238,0.027828498675696044
239,0.026842199717121828
240,0.025776848378947663
241,0.02476982368674736
242,0.023607941234918644
243,0.022454760062349907
244,0.021524216999531266
245,0.02066599780236095
246,0.01972844770444027
247,0.01885047397689534
248,0.017969157995545482
249,0.017174027459718168
250,0.01643937667761796
251,0.01570194068401365
252,0.014884847641391842
253,0.014064690866115516
254,0.013318620716848468
255,0.012724344594555318
256,0.012127840303058874
257,0.01160667598274856
258,0.011083562014385373
259,0.010480651736429486
260,0.009875513289270308
261,0.009424397038288315
262,0.008971609660403859
263,0.008438747451776292
264,0.007903935595095847
265,0.007524538540344638
266,0.007143748879841377
267,0.006840527359727524
268,0.006536191755012031
269,0.006151502798403018
270,0.005765421236041951
271,0.005545332012599845
272,0.0053323225182800305
273,0.005038977358159749
274,0.00474457576731596
275,0.004528952351999542
276,0.004312790833820532
277,0.004192596841748222
278,0.004071960279567909
279,0.003853800372134699
280,0.003634862555128392
281,0.0034958144915607464
282,0.003356509352971272
283,0.003233267364689442
284,0.003109826790827367
285,0.002968836320756757
286,0.0028275904467912204
